"list_name","name_choice","label_choice","name_new","country","type","name_question","label_question","column_name_new","type_question","label_choice.country"
"4_1_5","0","No",NA,"global","select_one 4_1_5","_4_1_5_1_5","Does your household have the following services: Mobile phone reception","accessibility_waste_phone_reception","select_one",NA
"4_1_5","0","No",NA,"global","select_one 4_1_5","_4_1_5_1_6","Does your household have the following services: Internet","accessibility_internet","select_one",NA
"4_1_5_2","walking","Walking",NA,"global","select_one 4_1_5_2","_1_2_1_17_1","How far (one way) is the household from your CLOSEST FARMLAND?: State the main mode of transport","mode_distance_closest_farmland","select_one",NA
"4_1_5_2","walking","Walking",NA,"global","select_one 4_1_5_2","_4_1_5_2_1_1","How far (one way) is the household from the closest accessible and functioning FRESHWATER SOURCE?: State the main mode of transport","mode_distance_water_source","select_one",NA
"4_1_5_2","walking","Walking",NA,"global","select_one 4_1_5_2","_4_1_5_2_2_1","How far (one way) is the household from the closest accessible and functioning PRIMARY SCHOOL?: State the main mode of transport","mode_distance_primary_school","select_one",NA
"4_1_5_2","walking","Walking",NA,"global","select_one 4_1_5_2","_4_1_5_2_3_1","How far (one way) is the household from the closest accessible and functioning PUBLIC HOSPITAL OR HEALTH FACILITY?: State the main mode of transport","mode_distance_hospital","select_one",NA
"4_1_5_2","walking","Walking",NA,"global","select_one 4_1_5_2","_4_1_5_2_4_1","How far (one way) is the household from the closest accessible and functioning LIVESTOCK MARKET?: State the main mode of transport","mode_distance_livestock_market","select_one",NA
"4_1_5_2","walking","Walking",NA,"global","select_one 4_1_5_2","_4_1_5_2_5_1","How far (one way) is the household from the closest accessible and functioning AGRICULTURAL/CROPS MARKET?: State the main mode of transport","mode_distance_crop_market","select_one",NA
"4_1_5_2","walking","Walking",NA,"global","select_one 4_1_5_2","_4_1_5_2_6_1","How far (one way) is the household from the closest accessible and functioning PUBLIC TRANSPORT?: State the main mode of transport","mode_distance_publich_transport","select_one",NA
"4_1_5_2","walking","Walking",NA,"global","select_one 4_1_5_2","_4_1_5_2_7_1","How far (one way) is the household from the closest accessible and functioning WELL-MAINTAINED ROAD SUITABLE FOR CARS?: State the main mode of transport","mode_distance_main_road","select_one",NA
"4_1_5_2","cycling","Cycling",NA,"global","select_one 4_1_5_2","_1_2_1_17_1","How far (one way) is the household from your CLOSEST FARMLAND?: State the main mode of transport","mode_distance_closest_farmland","select_one",NA
"4_1_5_2","cycling","Cycling",NA,"global","select_one 4_1_5_2","_4_1_5_2_1_1","How far (one way) is the household from the closest accessible and functioning FRESHWATER SOURCE?: State the main mode of transport","mode_distance_water_source","select_one",NA
"4_1_5_2","cycling","Cycling",NA,"global","select_one 4_1_5_2","_4_1_5_2_2_1","How far (one way) is the household from the closest accessible and functioning PRIMARY SCHOOL?: State the main mode of transport","mode_distance_primary_school","select_one",NA
"4_1_5_2","cycling","Cycling",NA,"global","select_one 4_1_5_2","_4_1_5_2_3_1","How far (one way) is the household from the closest accessible and functioning PUBLIC HOSPITAL OR HEALTH FACILITY?: State the main mode of transport","mode_distance_hospital","select_one",NA
"4_1_5_2","cycling","Cycling",NA,"global","select_one 4_1_5_2","_4_1_5_2_4_1","How far (one way) is the household from the closest accessible and functioning LIVESTOCK MARKET?: State the main mode of transport","mode_distance_livestock_market","select_one",NA
"4_1_5_2","cycling","Cycling",NA,"global","select_one 4_1_5_2","_4_1_5_2_5_1","How far (one way) is the household from the closest accessible and functioning AGRICULTURAL/CROPS MARKET?: State the main mode of transport","mode_distance_crop_market","select_one",NA
"4_1_5_2","cycling","Cycling",NA,"global","select_one 4_1_5_2","_4_1_5_2_6_1","How far (one way) is the household from the closest accessible and functioning PUBLIC TRANSPORT?: State the main mode of transport","mode_distance_publich_transport","select_one",NA
"4_1_5_2","cycling","Cycling",NA,"global","select_one 4_1_5_2","_4_1_5_2_7_1","How far (one way) is the household from the closest accessible and functioning WELL-MAINTAINED ROAD SUITABLE FOR CARS?: State the main mode of transport","mode_distance_main_road","select_one",NA
"4_1_5_2","motorbike","Motorbike",NA,"global","select_one 4_1_5_2","_1_2_1_17_1","How far (one way) is the household from your CLOSEST FARMLAND?: State the main mode of transport","mode_distance_closest_farmland","select_one",NA
"4_1_5_2","motorbike","Motorbike",NA,"global","select_one 4_1_5_2","_4_1_5_2_1_1","How far (one way) is the household from the closest accessible and functioning FRESHWATER SOURCE?: State the main mode of transport","mode_distance_water_source","select_one",NA
"4_1_5_2","motorbike","Motorbike",NA,"global","select_one 4_1_5_2","_4_1_5_2_2_1","How far (one way) is the household from the closest accessible and functioning PRIMARY SCHOOL?: State the main mode of transport","mode_distance_primary_school","select_one",NA
"4_1_5_2","motorbike","Motorbike",NA,"global","select_one 4_1_5_2","_4_1_5_2_3_1","How far (one way) is the household from the closest accessible and functioning PUBLIC HOSPITAL OR HEALTH FACILITY?: State the main mode of transport","mode_distance_hospital","select_one",NA
"4_1_5_2","motorbike","Motorbike",NA,"global","select_one 4_1_5_2","_4_1_5_2_4_1","How far (one way) is the household from the closest accessible and functioning LIVESTOCK MARKET?: State the main mode of transport","mode_distance_livestock_market","select_one",NA
"4_1_5_2","motorbike","Motorbike",NA,"global","select_one 4_1_5_2","_4_1_5_2_5_1","How far (one way) is the household from the closest accessible and functioning AGRICULTURAL/CROPS MARKET?: State the main mode of transport","mode_distance_crop_market","select_one",NA
"4_1_5_2","motorbike","Motorbike",NA,"global","select_one 4_1_5_2","_4_1_5_2_6_1","How far (one way) is the household from the closest accessible and functioning PUBLIC TRANSPORT?: State the main mode of transport","mode_distance_publich_transport","select_one",NA
"4_1_5_2","motorbike","Motorbike",NA,"global","select_one 4_1_5_2","_4_1_5_2_7_1","How far (one way) is the household from the closest accessible and functioning WELL-MAINTAINED ROAD SUITABLE FOR CARS?: State the main mode of transport","mode_distance_main_road","select_one",NA
"4_1_5_2","car","Car",NA,"global","select_one 4_1_5_2","_1_2_1_17_1","How far (one way) is the household from your CLOSEST FARMLAND?: State the main mode of transport","mode_distance_closest_farmland","select_one",NA
"4_1_5_2","car","Car",NA,"global","select_one 4_1_5_2","_4_1_5_2_1_1","How far (one way) is the household from the closest accessible and functioning FRESHWATER SOURCE?: State the main mode of transport","mode_distance_water_source","select_one",NA
"4_1_5_2","car","Car",NA,"global","select_one 4_1_5_2","_4_1_5_2_2_1","How far (one way) is the household from the closest accessible and functioning PRIMARY SCHOOL?: State the main mode of transport","mode_distance_primary_school","select_one",NA
"4_1_5_2","car","Car",NA,"global","select_one 4_1_5_2","_4_1_5_2_3_1","How far (one way) is the household from the closest accessible and functioning PUBLIC HOSPITAL OR HEALTH FACILITY?: State the main mode of transport","mode_distance_hospital","select_one",NA
"4_1_5_2","car","Car",NA,"global","select_one 4_1_5_2","_4_1_5_2_4_1","How far (one way) is the household from the closest accessible and functioning LIVESTOCK MARKET?: State the main mode of transport","mode_distance_livestock_market","select_one",NA
"4_1_5_2","car","Car",NA,"global","select_one 4_1_5_2","_4_1_5_2_5_1","How far (one way) is the household from the closest accessible and functioning AGRICULTURAL/CROPS MARKET?: State the main mode of transport","mode_distance_crop_market","select_one",NA
"4_1_5_2","car","Car",NA,"global","select_one 4_1_5_2","_4_1_5_2_6_1","How far (one way) is the household from the closest accessible and functioning PUBLIC TRANSPORT?: State the main mode of transport","mode_distance_publich_transport","select_one",NA
"4_1_5_2","car","Car",NA,"global","select_one 4_1_5_2","_4_1_5_2_7_1","How far (one way) is the household from the closest accessible and functioning WELL-MAINTAINED ROAD SUITABLE FOR CARS?: State the main mode of transport","mode_distance_main_road","select_one",NA
"4_1_5_2","horse","Horse",NA,"global","select_one 4_1_5_2","_1_2_1_17_1","How far (one way) is the household from your CLOSEST FARMLAND?: State the main mode of transport","mode_distance_closest_farmland","select_one",NA
"4_1_5_2","horse","Horse",NA,"global","select_one 4_1_5_2","_4_1_5_2_1_1","How far (one way) is the household from the closest accessible and functioning FRESHWATER SOURCE?: State the main mode of transport","mode_distance_water_source","select_one",NA
"4_1_5_2","horse","Horse",NA,"global","select_one 4_1_5_2","_4_1_5_2_2_1","How far (one way) is the household from the closest accessible and functioning PRIMARY SCHOOL?: State the main mode of transport","mode_distance_primary_school","select_one",NA
"4_1_5_2","horse","Horse",NA,"global","select_one 4_1_5_2","_4_1_5_2_3_1","How far (one way) is the household from the closest accessible and functioning PUBLIC HOSPITAL OR HEALTH FACILITY?: State the main mode of transport","mode_distance_hospital","select_one",NA
"4_1_5_2","horse","Horse",NA,"global","select_one 4_1_5_2","_4_1_5_2_4_1","How far (one way) is the household from the closest accessible and functioning LIVESTOCK MARKET?: State the main mode of transport","mode_distance_livestock_market","select_one",NA
"4_1_5_2","horse","Horse",NA,"global","select_one 4_1_5_2","_4_1_5_2_5_1","How far (one way) is the household from the closest accessible and functioning AGRICULTURAL/CROPS MARKET?: State the main mode of transport","mode_distance_crop_market","select_one",NA
"4_1_5_2","horse","Horse",NA,"global","select_one 4_1_5_2","_4_1_5_2_6_1","How far (one way) is the household from the closest accessible and functioning PUBLIC TRANSPORT?: State the main mode of transport","mode_distance_publich_transport","select_one",NA
"4_1_5_2","horse","Horse",NA,"global","select_one 4_1_5_2","_4_1_5_2_7_1","How far (one way) is the household from the closest accessible and functioning WELL-MAINTAINED ROAD SUITABLE FOR CARS?: State the main mode of transport","mode_distance_main_road","select_one",NA
"4_1_5_2","donkey","Donkey",NA,"global","select_one 4_1_5_2","_1_2_1_17_1","How far (one way) is the household from your CLOSEST FARMLAND?: State the main mode of transport","mode_distance_closest_farmland","select_one",NA
"4_1_5_2","donkey","Donkey",NA,"global","select_one 4_1_5_2","_4_1_5_2_1_1","How far (one way) is the household from the closest accessible and functioning FRESHWATER SOURCE?: State the main mode of transport","mode_distance_water_source","select_one",NA
"4_1_5_2","donkey","Donkey",NA,"global","select_one 4_1_5_2","_4_1_5_2_2_1","How far (one way) is the household from the closest accessible and functioning PRIMARY SCHOOL?: State the main mode of transport","mode_distance_primary_school","select_one",NA
"4_1_5_2","donkey","Donkey",NA,"global","select_one 4_1_5_2","_4_1_5_2_3_1","How far (one way) is the household from the closest accessible and functioning PUBLIC HOSPITAL OR HEALTH FACILITY?: State the main mode of transport","mode_distance_hospital","select_one",NA
"4_1_5_2","donkey","Donkey",NA,"global","select_one 4_1_5_2","_4_1_5_2_4_1","How far (one way) is the household from the closest accessible and functioning LIVESTOCK MARKET?: State the main mode of transport","mode_distance_livestock_market","select_one",NA
"4_1_5_2","donkey","Donkey",NA,"global","select_one 4_1_5_2","_4_1_5_2_5_1","How far (one way) is the household from the closest accessible and functioning AGRICULTURAL/CROPS MARKET?: State the main mode of transport","mode_distance_crop_market","select_one",NA
"4_1_5_2","donkey","Donkey",NA,"global","select_one 4_1_5_2","_4_1_5_2_6_1","How far (one way) is the household from the closest accessible and functioning PUBLIC TRANSPORT?: State the main mode of transport","mode_distance_publich_transport","select_one",NA
"4_1_5_2","donkey","Donkey",NA,"global","select_one 4_1_5_2","_4_1_5_2_7_1","How far (one way) is the household from the closest accessible and functioning WELL-MAINTAINED ROAD SUITABLE FOR CARS?: State the main mode of transport","mode_distance_main_road","select_one",NA
"4_1_7_1","3","Steep",NA,"global","select_one 4_1_7_1","_4_1_7_1","How would you describe the slope of your farmland?","soil_slope_perception","select_one",NA
"4_1_7_1","2","Moderately steep",NA,"global","select_one 4_1_7_1","_4_1_7_1","How would you describe the slope of your farmland?","soil_slope_perception","select_one",NA
"4_1_7_1","1","Slightly steep",NA,"global","select_one 4_1_7_1","_4_1_7_1","How would you describe the slope of your farmland?","soil_slope_perception","select_one",NA
"4_1_7_1","0","Flat",NA,"global","select_one 4_1_7_1","_4_1_7_1","How would you describe the slope of your farmland?","soil_slope_perception","select_one",NA
"4_1_7_2","2","Soil erosion is a major problem on my farm.",NA,"global","select_one 4_1_7_2","_4_1_7_2","How would you describe the level of soil erosion problem on your farmland?","soil_erosion_perception","select_one",NA
"4_1_7_2","1","Soil erosion is a minor problem on my farm.",NA,"global","select_one 4_1_7_2","_4_1_7_2","How would you describe the level of soil erosion problem on your farmland?","soil_erosion_perception","select_one",NA
"4_1_7_2","0","Soil erosion is not a problem on my farm.",NA,"global","select_one 4_1_7_2","_4_1_7_2","How would you describe the level of soil erosion problem on your farmland?","soil_erosion_perception","select_one",NA
"4_1_7_3","3","Highly fertile",NA,"global","select_one 4_1_7_3","_4_1_7_3","How would you describe the fertility of your soil on your farmland?","soil_fertility_perception","select_one",NA
"4_1_7_3","2","Moderate fertily",NA,"global","select_one 4_1_7_3","_4_1_7_3","How would you describe the fertility of your soil on your farmland?","soil_fertility_perception","select_one",NA
"4_1_7_3","1","Low fertility",NA,"global","select_one 4_1_7_3","_4_1_7_3","How would you describe the fertility of your soil on your farmland?","soil_fertility_perception","select_one",NA
"4_1_7_3","0","Infertile",NA,"global","select_one 4_1_7_3","_4_1_7_3","How would you describe the fertility of your soil on your farmland?","soil_fertility_perception","select_one",NA
"4_2_1_1","increase","Increased","1","global","select_one 4_2_1_1","_4_2_1_1_1","Do you perceive that the temperature has changed over the last 30 years?","temperature_change_perception","select_one",NA
"4_2_1_1","increase","Increased","1","global","select_one 4_2_1_1","_4_2_1_1_2","Do you perceive that the amount of rainfall has changed over the last 30 years?","rainfall_amount_change_perception","select_one",NA
"4_2_1_1","nochange","No change","0","global","select_one 4_2_1_1","_4_2_1_1_1","Do you perceive that the temperature has changed over the last 30 years?","temperature_change_perception","select_one",NA
"4_2_1_1","nochange","No change","0","global","select_one 4_2_1_1","_4_2_1_1_2","Do you perceive that the amount of rainfall has changed over the last 30 years?","rainfall_amount_change_perception","select_one",NA
"4_2_1_1","decrease","Decreased","-1","global","select_one 4_2_1_1","_4_2_1_1_1","Do you perceive that the temperature has changed over the last 30 years?","temperature_change_perception","select_one",NA
"4_2_1_1","decrease","Decreased","-1","global","select_one 4_2_1_1","_4_2_1_1_2","Do you perceive that the amount of rainfall has changed over the last 30 years?","rainfall_amount_change_perception","select_one",NA
"4_2_1_1","notsure","I am not sure",NA,"global","select_one 4_2_1_1","_4_2_1_1_1","Do you perceive that the temperature has changed over the last 30 years?","temperature_change_perception","select_one",NA
"4_2_1_1","notsure","I am not sure",NA,"global","select_one 4_2_1_1","_4_2_1_1_2","Do you perceive that the amount of rainfall has changed over the last 30 years?","rainfall_amount_change_perception","select_one",NA
"4_2_1_2","startlater","Rainfall starts later",NA,"global","select_multiple 4_2_1_2","_4_2_1_2_1","Do you perceive that the timing of rainfall has changed over the last 30 years?","rainfall_timing_change_perception","select_multiple",NA
"4_2_1_2","startearlier","Rainfall starts earlier",NA,"global","select_multiple 4_2_1_2","_4_2_1_2_1","Do you perceive that the timing of rainfall has changed over the last 30 years?","rainfall_timing_change_perception","select_multiple",NA
"4_2_1_2","stopearlier","Rainfall stops earlier",NA,"global","select_multiple 4_2_1_2","_4_2_1_2_1","Do you perceive that the timing of rainfall has changed over the last 30 years?","rainfall_timing_change_perception","select_multiple",NA
"4_2_1_2","stoplater","Rainfall stops later",NA,"global","select_multiple 4_2_1_2","_4_2_1_2_1","Do you perceive that the timing of rainfall has changed over the last 30 years?","rainfall_timing_change_perception","select_multiple",NA
"4_2_1_2","unpredictable","Rainfall start and/or stop are no longer predictable",NA,"global","select_multiple 4_2_1_2","_4_2_1_2_1","Do you perceive that the timing of rainfall has changed over the last 30 years?","rainfall_timing_change_perception","select_multiple",NA
"4_2_1_2","nochange","No change",NA,"global","select_multiple 4_2_1_2","_4_2_1_2_1","Do you perceive that the timing of rainfall has changed over the last 30 years?","rainfall_timing_change_perception","select_multiple",NA
"4_2_1_2","notsure","I am not sure",NA,"global","select_multiple 4_2_1_2","_4_2_1_2_1","Do you perceive that the timing of rainfall has changed over the last 30 years?","rainfall_timing_change_perception","select_multiple",NA
"4_2_1_3","1","Yes",NA,"global","select_one 4_2_1_3","_4_2_1_3_1","In the last 12 months [add country meaning], have you experienced any flood conditions on your farmland?","flood_experience_perception","select_one",NA
"4_2_1_3","1","Yes",NA,"global","select_one 4_2_1_3","_4_2_1_3_2","In the last 12 months [add country meaning], have you experienced any drought conditions on your farmland?","drought_experience_perception","select_one",NA
"4_2_1_3","0","No",NA,"global","select_one 4_2_1_3","_4_2_1_3_1","In the last 12 months [add country meaning], have you experienced any flood conditions on your farmland?","flood_experience_perception","select_one",NA
"4_2_1_3","0","No",NA,"global","select_one 4_2_1_3","_4_2_1_3_2","In the last 12 months [add country meaning], have you experienced any drought conditions on your farmland?","drought_experience_perception","select_one",NA
"4_2_1_3","notsure","I am not sure",NA,"global","select_one 4_2_1_3","_4_2_1_3_1","In the last 12 months [add country meaning], have you experienced any flood conditions on your farmland?","flood_experience_perception","select_one",NA
"4_2_1_3","notsure","I am not sure",NA,"global","select_one 4_2_1_3","_4_2_1_3_2","In the last 12 months [add country meaning], have you experienced any drought conditions on your farmland?","drought_experience_perception","select_one",NA
"4_1_1_5","1","Yes, we needed credit but could not obtain it.",NA,"global","select_one 4_1_1_5","_4_1_1_5","In the past 5 years, has your household needed credit to support investment in your farming business, but was unable to obtain it?","credit","select_one",NA
"4_1_1_5","0","No, we did not need credit during that period.",NA,"global","select_one 4_1_1_5","_4_1_1_5","In the past 5 years, has your household needed credit to support investment in your farming business, but was unable to obtain it?","credit","select_one",NA
"4_1_1_5","2","Yes, we needed credit and were able to obtain it.",NA,"global","select_one 4_1_1_5","_4_1_1_5","In the past 5 years, has your household needed credit to support investment in your farming business, but was unable to obtain it?","credit","select_one",NA
"4_1_1_5","3","Don't know / Not sure",NA,"global","select_one 4_1_1_5","_4_1_1_5","In the past 5 years, has your household needed credit to support investment in your farming business, but was unable to obtain it?","credit","select_one",NA
"1_2_1_12_1","0","None",NA,"global","select_one 1_2_1_12_1","_1_2_1_12_1","What is the highest level of school you attended?","education_level","select_one",NA
"1_2_1_12_1","0","None",NA,"global","select_one 1_2_1_12_1","_4_1_1_2","Please indicate the highest level of school attended by most MALE household members of working age (≥18 and ≤65 years old)","education_level_male","select_one",NA
"1_2_1_12_1","0","None",NA,"global","select_one 1_2_1_12_1","_4_1_1_3","Please indicate the highest level of school attended by most FEMALE household members of working age (≥18 and ≤65 years old)","education_level_female","select_one",NA
"1_2_1_12_1","1","Primary",NA,"global","select_one 1_2_1_12_1","_1_2_1_12_1","What is the highest level of school you attended?","education_level","select_one",NA
"1_2_1_12_1","1","Primary",NA,"global","select_one 1_2_1_12_1","_4_1_1_2","Please indicate the highest level of school attended by most MALE household members of working age (≥18 and ≤65 years old)","education_level_male","select_one",NA
"1_2_1_12_1","1","Primary",NA,"global","select_one 1_2_1_12_1","_4_1_1_3","Please indicate the highest level of school attended by most FEMALE household members of working age (≥18 and ≤65 years old)","education_level_female","select_one",NA
"1_2_1_12_1","2","Primary",NA,"global","select_one 1_2_1_12_1","_1_2_1_12_1","What is the highest level of school you attended?","education_level","select_one",NA
"1_2_1_12_1","2","Primary",NA,"global","select_one 1_2_1_12_1","_4_1_1_2","Please indicate the highest level of school attended by most MALE household members of working age (≥18 and ≤65 years old)","education_level_male","select_one",NA
"1_2_1_12_1","2","Primary",NA,"global","select_one 1_2_1_12_1","_4_1_1_3","Please indicate the highest level of school attended by most FEMALE household members of working age (≥18 and ≤65 years old)","education_level_female","select_one",NA
"1_2_1_12_1","3","Seconday",NA,"global","select_one 1_2_1_12_1","_1_2_1_12_1","What is the highest level of school you attended?","education_level","select_one",NA
"1_2_1_12_1","3","Seconday",NA,"global","select_one 1_2_1_12_1","_4_1_1_2","Please indicate the highest level of school attended by most MALE household members of working age (≥18 and ≤65 years old)","education_level_male","select_one",NA
"1_2_1_12_1","3","Seconday",NA,"global","select_one 1_2_1_12_1","_4_1_1_3","Please indicate the highest level of school attended by most FEMALE household members of working age (≥18 and ≤65 years old)","education_level_female","select_one",NA
"1_2_1_17","km","Kilometers",NA,"global","select_one 1_2_1_17","_1_2_1_17","How far (one way) is the household from your CLOSEST FARMLAND?: Please select the unit you would like to use.","metric_distance_closest_farmland","select_one",NA
"1_2_1_17","km","Kilometers",NA,"global","select_one 1_2_1_17","_4_1_5_2_1","How far (one way) is the household from the closest accessible and functioning FRESHWATER SOURCE?: Please select the unit you would like to use.","metric_distance_water_source","select_one",NA
"1_2_1_17","km","Kilometers",NA,"global","select_one 1_2_1_17","_4_1_5_2_2","How far (one way) is the household from the closest accessible and functioning PRIMARY SCHOOL?: Please select the unit you would like to use.","metric_distance_primary_school","select_one",NA
"1_2_1_17","km","Kilometers",NA,"global","select_one 1_2_1_17","_4_1_5_2_3","How far (one way) is the household from the closest accessible and functioning PUBLIC HOSPITAL OR HEALTH FACILITY?: Please select the unit you would like to use.","metric_distance_hospital","select_one",NA
"1_2_1_17","km","Kilometers",NA,"global","select_one 1_2_1_17","_4_1_5_2_4","How far (one way) is the household from the closest accessible and functioning LIVESTOCK MARKET?: Please select the unit you would like to use.","metric_distance_livestock_market","select_one",NA
"1_2_1_17","km","Kilometers",NA,"global","select_one 1_2_1_17","_4_1_5_2_5","How far (one way) is the household from the closest accessible and functioning AGRICULTURAL/CROPS MARKET?: Please select the unit you would like to use.","metric_distance_crop_market","select_one",NA
"1_2_1_17","km","Kilometers",NA,"global","select_one 1_2_1_17","_4_1_5_2_6","How far (one way) is the household from the closest accessible and functioning PUBLIC TRANSPORT?: Please select the unit you would like to use.","metric_distance_publich_transport","select_one",NA
"1_2_1_17","km","Kilometers",NA,"global","select_one 1_2_1_17","_4_1_5_2_7","How far (one way) is the household from the closest accessible and functioning WELL-MAINTAINED ROAD SUITABLE FOR CARS?: Please select the unit you would like to use.","metric_distance_main_road","select_one",NA
"1_2_1_17","minutes","Minutes",NA,"global","select_one 1_2_1_17","_1_2_1_17","How far (one way) is the household from your CLOSEST FARMLAND?: Please select the unit you would like to use.","metric_distance_closest_farmland","select_one",NA
"1_2_1_17","minutes","Minutes",NA,"global","select_one 1_2_1_17","_4_1_5_2_1","How far (one way) is the household from the closest accessible and functioning FRESHWATER SOURCE?: Please select the unit you would like to use.","metric_distance_water_source","select_one",NA
"1_2_1_17","minutes","Minutes",NA,"global","select_one 1_2_1_17","_4_1_5_2_2","How far (one way) is the household from the closest accessible and functioning PRIMARY SCHOOL?: Please select the unit you would like to use.","metric_distance_primary_school","select_one",NA
"1_2_1_17","minutes","Minutes",NA,"global","select_one 1_2_1_17","_4_1_5_2_3","How far (one way) is the household from the closest accessible and functioning PUBLIC HOSPITAL OR HEALTH FACILITY?: Please select the unit you would like to use.","metric_distance_hospital","select_one",NA
"1_2_1_17","minutes","Minutes",NA,"global","select_one 1_2_1_17","_4_1_5_2_4","How far (one way) is the household from the closest accessible and functioning LIVESTOCK MARKET?: Please select the unit you would like to use.","metric_distance_livestock_market","select_one",NA
"1_2_1_17","minutes","Minutes",NA,"global","select_one 1_2_1_17","_4_1_5_2_5","How far (one way) is the household from the closest accessible and functioning AGRICULTURAL/CROPS MARKET?: Please select the unit you would like to use.","metric_distance_crop_market","select_one",NA
"1_2_1_17","minutes","Minutes",NA,"global","select_one 1_2_1_17","_4_1_5_2_6","How far (one way) is the household from the closest accessible and functioning PUBLIC TRANSPORT?: Please select the unit you would like to use.","metric_distance_publich_transport","select_one",NA
"1_2_1_17","minutes","Minutes",NA,"global","select_one 1_2_1_17","_4_1_5_2_7","How far (one way) is the household from the closest accessible and functioning WELL-MAINTAINED ROAD SUITABLE FOR CARS?: Please select the unit you would like to use.","metric_distance_main_road","select_one",NA
"3_4_2_3_3","0","None",NA,"peru","select_one 3_4_2_3_3","_3_4_2_3_3","What was the extent of injury, illness or death of fish due to diseases in the last 12 months","fish_injury","select_one",NA
"1_2_1_12_1","5","Higher",NA,"peru","select_one 1_2_1_12_1","_1_2_1_12_1","What is the highest level of school you attended?","education_level","select_one",NA
"1_2_1_12_1","5","Higher",NA,"peru","select_one 1_2_1_12_1","_4_1_1_2","Please indicate the highest level of school attended by most MALE household members of working age (≥18 and ≤65 years old)","education_level_male","select_one",NA
"1_2_1_12_1","5","Higher",NA,"peru","select_one 1_2_1_12_1","_4_1_1_3","Please indicate the highest level of school attended by most FEMALE household members of working age (≥18 and ≤65 years old)","education_level_female","select_one",NA
"1_2_1_12_1","6","Higher",NA,"peru","select_one 1_2_1_12_1","_1_2_1_12_1","What is the highest level of school you attended?","education_level","select_one",NA
"1_2_1_12_1","6","Higher",NA,"peru","select_one 1_2_1_12_1","_4_1_1_2","Please indicate the highest level of school attended by most MALE household members of working age (≥18 and ≤65 years old)","education_level_male","select_one",NA
"1_2_1_12_1","6","Higher",NA,"peru","select_one 1_2_1_12_1","_4_1_1_3","Please indicate the highest level of school attended by most FEMALE household members of working age (≥18 and ≤65 years old)","education_level_female","select_one",NA
"1_2_1_12_1","7","Higher",NA,"peru","select_one 1_2_1_12_1","_1_2_1_12_1","What is the highest level of school you attended?","education_level","select_one",NA
"1_2_1_12_1","7","Higher",NA,"peru","select_one 1_2_1_12_1","_4_1_1_2","Please indicate the highest level of school attended by most MALE household members of working age (≥18 and ≤65 years old)","education_level_male","select_one",NA
"1_2_1_12_1","7","Higher",NA,"peru","select_one 1_2_1_12_1","_4_1_1_3","Please indicate the highest level of school attended by most FEMALE household members of working age (≥18 and ≤65 years old)","education_level_female","select_one",NA
"1_2_1_12_1","8","Higher",NA,"peru","select_one 1_2_1_12_1","_1_2_1_12_1","What is the highest level of school you attended?","education_level","select_one",NA
"1_2_1_12_1","8","Higher",NA,"peru","select_one 1_2_1_12_1","_4_1_1_2","Please indicate the highest level of school attended by most MALE household members of working age (≥18 and ≤65 years old)","education_level_male","select_one",NA
"1_2_1_12_1","8","Higher",NA,"peru","select_one 1_2_1_12_1","_4_1_1_3","Please indicate the highest level of school attended by most FEMALE household members of working age (≥18 and ≤65 years old)","education_level_female","select_one",NA
"1_2_1_12_1","9","Higher",NA,"peru","select_one 1_2_1_12_1","_1_2_1_12_1","What is the highest level of school you attended?","education_level","select_one",NA
"1_2_1_12_1","9","Higher",NA,"peru","select_one 1_2_1_12_1","_4_1_1_2","Please indicate the highest level of school attended by most MALE household members of working age (≥18 and ≤65 years old)","education_level_male","select_one",NA
"1_2_1_12_1","9","Higher",NA,"peru","select_one 1_2_1_12_1","_4_1_1_3","Please indicate the highest level of school attended by most FEMALE household members of working age (≥18 and ≤65 years old)","education_level_female","select_one",NA
"1_2_1_12_1","10","Higher",NA,"peru","select_one 1_2_1_12_1","_1_2_1_12_1","What is the highest level of school you attended?","education_level","select_one",NA
"1_2_1_12_1","10","Higher",NA,"peru","select_one 1_2_1_12_1","_4_1_1_2","Please indicate the highest level of school attended by most MALE household members of working age (≥18 and ≤65 years old)","education_level_male","select_one",NA
"1_2_1_12_1","10","Higher",NA,"peru","select_one 1_2_1_12_1","_4_1_1_3","Please indicate the highest level of school attended by most FEMALE household members of working age (≥18 and ≤65 years old)","education_level_female","select_one",NA
"1_2_1_12_1","11","None",NA,"peru","select_one 1_2_1_12_1","_1_2_1_12_1","What is the highest level of school you attended?","education_level","select_one",NA
"1_2_1_12_1","11","None",NA,"peru","select_one 1_2_1_12_1","_4_1_1_2","Please indicate the highest level of school attended by most MALE household members of working age (≥18 and ≤65 years old)","education_level_male","select_one",NA
"1_2_1_12_1","11","None",NA,"peru","select_one 1_2_1_12_1","_4_1_1_3","Please indicate the highest level of school attended by most FEMALE household members of working age (≥18 and ≤65 years old)","education_level_female","select_one",NA
NA,NA,NA,NA,NA,"decimal","_1_2_1_7","For how many years have you lived in this community?","years_in_community","decimal",NA
NA,NA,NA,NA,NA,"integer","_1_2_1_8","Year of birth","year_birth","integer",NA
NA,NA,NA,NA,NA,"text","_1_2_1_11","Ethnicity","ethnicity","text",NA
NA,NA,NA,NA,NA,"integer","_1_2_1_14_1","How many Male adults of working age (≥18 and ≤65 years old) live in the household?","num_adults_wa_male","integer",NA
